section_number,section_title,chunk_count,earliest_created_at,latest_created_at
NVIC 06-92 §12,"Implementation of the Benzene Regulations of Title 46, Code of Federal Regulations, Part 197 (46 CFR 197) All Changes included. — Is benzene monitoring equipment available for use during spill response? (46 CFR",1,2026-04-07 03:29:32.724715+00,2026-04-07 03:29:32.724715+00
NVIC 06-92 §13,"Implementation of the Benzene Regulations of Title 46, Code of Federal Regulations, Part 197 (46 CFR 197) All Changes included. — Have workers who are involved in the operation monitored for benzene exposure been",1,2026-04-07 03:29:32.724715+00,2026-04-07 03:29:32.724715+00
NVIC 06-92 §14,"Implementation of the Benzene Regulations of Title 46, Code of Federal Regulations, Part 197 (46 CFR 197) All Changes included. — Has the employer provided a written benzene reduction program for operations where",1,2026-04-07 03:29:32.724715+00,2026-04-07 03:29:32.724715+00
NVIC 06-92 §16,"Implementation of the Benzene Regulations of Title 46, Code of Federal Regulations, Part 197 (46 CFR 197) All Changes included. — If respirators are used as a methods for compliance to reduce benzene exposure, are the",1,2026-04-07 03:29:32.724715+00,2026-04-07 03:29:32.724715+00
NVIC 06-92 §17,"Implementation of the Benzene Regulations of Title 46, Code of Federal Regulations, Part 197 (46 CFR 197) All Changes included. — Have employers provided at no charge to employees, protective coveralls/aprons, boots,",1,2026-04-07 03:29:32.724715+00,2026-04-07 03:29:32.724715+00
NVIC 06-92 §2,"Implementation of the Benzene Regulations of Title 46, Code of Federal Regulations, Part 197 (46 CFR 197) All Changes included. — Are areas where benzene concentration could exceed the permissible exposure limits",1,2026-04-07 03:29:32.724715+00,2026-04-07 03:29:32.724715+00
NVIC 06-92 §20,"Implementation of the Benzene Regulations of Title 46, Code of Federal Regulations, Part 197 (46 CFR 197) All Changes included. — Does the initial medical exam include the following elements?: (46 CFR 197.560(b)(5))",1,2026-04-07 03:29:32.724715+00,2026-04-07 03:29:32.724715+00
NVIC 06-92 §21,"Implementation of the Benzene Regulations of Title 46, Code of Federal Regulations, Part 197 (46 CFR 197) All Changes included. — Do employers provide annual follow up exams to benzene exposed employees? (46 CFR",1,2026-04-07 03:29:32.724715+00,2026-04-07 03:29:32.724715+00
NVIC 06-92 §22,"Implementation of the Benzene Regulations of Title 46, Code of Federal Regulations, Part 197 (46 CFR 197) All Changes included. — Do employers ensure employees who wear respirators 30 or more days/years receive a",1,2026-04-07 03:29:32.724715+00,2026-04-07 03:29:32.724715+00
NVIC 06-92 §23,"Implementation of the Benzene Regulations of Title 46, Code of Federal Regulations, Part 197 (46 CFR 197) All Changes included. — Are follow up blood tests and medical referrals provided for individuals who receive",1,2026-04-07 03:29:32.724715+00,2026-04-07 03:29:32.724715+00
NVIC 06-92 §24,"Implementation of the Benzene Regulations of Title 46, Code of Federal Regulations, Part 197 (46 CFR 197) All Changes included. — Are urinary phenol screenings conducted within 72-hours of accidental benzene",1,2026-04-07 03:29:32.724715+00,2026-04-07 03:29:32.724715+00
NVIC 06-92 §25,"Implementation of the Benzene Regulations of Title 46, Code of Federal Regulations, Part 197 (46 CFR 197) All Changes included. — Do employers ensure that workers receive the licensed physician’s written opinion",1,2026-04-07 03:29:32.724715+00,2026-04-07 03:29:32.724715+00
NVIC 06-92 §26,"Implementation of the Benzene Regulations of Title 46, Code of Federal Regulations, Part 197 (46 CFR 197) All Changes included. — Are workers who must be referred to a blood specialist removed from benzene exposure?",1,2026-04-07 03:29:32.724715+00,2026-04-07 03:29:32.724715+00
NVIC 06-92 §27,"Implementation of the Benzene Regulations of Title 46, Code of Federal Regulations, Part 197 (46 CFR 197) All Changes included. — Are cases of worker removal reviewed within six months by a licensed physician during",1,2026-04-07 03:29:32.724715+00,2026-04-07 03:29:32.724715+00
NVIC 06-92 §3,"Implementation of the Benzene Regulations of Title 46, Code of Federal Regulations, Part 197 (46 CFR 197) All Changes included. — Check certification of benzene content in cargo (46 CFR 30.25-1 and 46 CFR",7,2026-04-07 03:29:32.724715+00,2026-04-07 03:29:32.724715+00
NVIC 06-92 §4,"Implementation of the Benzene Regulations of Title 46, Code of Federal Regulations, Part 197 (46 CFR 197) All Changes included. — Are areas where benzene concentration could excess the permissible exposure limits as",1,2026-04-07 03:29:32.724715+00,2026-04-07 03:29:32.724715+00
NVIC 06-92 §5,"Implementation of the Benzene Regulations of Title 46, Code of Federal Regulations, Part 197 (46 CFR 197) All Changes included. — Are regulated area boundaries clearly indicated and are the proper warning signs",1,2026-04-07 03:29:32.724715+00,2026-04-07 03:29:32.724715+00
NVIC 06-92 §6,"Implementation of the Benzene Regulations of Title 46, Code of Federal Regulations, Part 197 (46 CFR 197) All Changes included. — Does the person in charge control entry into regulated areas by ensuring workers wear",1,2026-04-07 03:29:32.724715+00,2026-04-07 03:29:32.724715+00
NVIC 06-92 §7,"Implementation of the Benzene Regulations of Title 46, Code of Federal Regulations, Part 197 (46 CFR 197) All Changes included. — Are sampling results that describe benzene exposure potential for long duration",1,2026-04-07 03:29:32.724715+00,2026-04-07 03:29:32.724715+00
NVIC 06-92 §8,"Implementation of the Benzene Regulations of Title 46, Code of Federal Regulations, Part 197 (46 CFR 197) All Changes included. — Are sampling results that describe benzene exposure potential during short duration",1,2026-04-07 03:29:32.724715+00,2026-04-07 03:29:32.724715+00
NVIC 06-92 §9,"Implementation of the Benzene Regulations of Title 46, Code of Federal Regulations, Part 197 (46 CFR 197) All Changes included. — Was initial monitoring for benzene exposure conducted before April 15, 1992? (46 CFR",1,2026-04-07 03:29:32.724715+00,2026-04-07 03:29:32.724715+00
NVIC 06-93 §1,Termination of Coast Guard Type Approval for Gas Mask/Self Contained Breathing Apparatus — PURPOSE. This Circular provides guidance for the acceptance of Self Contained Breathing,1,2026-04-07 03:29:32.724715+00,2026-04-07 03:29:32.724715+00
NVIC 06-93 §3,Termination of Coast Guard Type Approval for Gas Mask/Self Contained Breathing Apparatus — BACKGROUND.,1,2026-04-07 03:29:32.724715+00,2026-04-07 03:29:32.724715+00
NVIC 06-93 §4,Termination of Coast Guard Type Approval for Gas Mask/Self Contained Breathing Apparatus — DISCUSSION.,1,2026-04-07 03:29:32.724715+00,2026-04-07 03:29:32.724715+00
NVIC 06-93 §5,"Termination of Coast Guard Type Approval for Gas Mask/Self Contained Breathing Apparatus — IMPLEMENTATION Officers in Charge, Marine Inspection, are urged to bring this circular to",1,2026-04-07 03:29:32.724715+00,2026-04-07 03:29:32.724715+00
NVIC 06-94 §1,"Guidance for Issuing International Oil Pollution Prevention (IOPP) Certificates Under Annex I of the International Convention for the Prevention of Pollution from Ships, 1973, as Modified by the Protocol of 1978 Relating Thereto (MARPOL 73/78) — Coast Guard approved 15 ppm bilge alarms are generally assigned",7,2026-04-07 03:29:30.458455+00,2026-04-07 03:29:30.458455+00
NVIC 06-94 §10,"Guidance for Issuing International Oil Pollution Prevention (IOPP) Certificates Under Annex I of the International Convention for the Prevention of Pollution from Ships, 1973, as Modified by the Protocol of 1978 Relating Thereto (MARPOL 73/78) — OIL-LIKE NOXIOUS LIQUID SUBSTANCES. U.S. inspected tankers which carry oil-like",1,2026-04-07 03:29:30.458455+00,2026-04-07 03:29:30.458455+00
NVIC 06-94 §11,"Guidance for Issuing International Oil Pollution Prevention (IOPP) Certificates Under Annex I of the International Convention for the Prevention of Pollution from Ships, 1973, as Modified by the Protocol of 1978 Relating Thereto (MARPOL 73/78) — EXEMPTIONS. Forward all requests for exemptions under the provisions of Regulation 2(4)(a)",1,2026-04-07 03:29:30.458455+00,2026-04-07 03:29:30.458455+00
NVIC 06-94 §12,"Guidance for Issuing International Oil Pollution Prevention (IOPP) Certificates Under Annex I of the International Convention for the Prevention of Pollution from Ships, 1973, as Modified by the Protocol of 1978 Relating Thereto (MARPOL 73/78) — EQUIVALENTS. The Coast Guard has approved and notified IMO of several equivalents which",5,2026-04-07 03:29:30.458455+00,2026-04-07 03:29:30.458455+00
NVIC 06-94 §13,"Guidance for Issuing International Oil Pollution Prevention (IOPP) Certificates Under Annex I of the International Convention for the Prevention of Pollution from Ships, 1973, as Modified by the Protocol of 1978 Relating Thereto (MARPOL 73/78) — ADDITIONAL STANDARDS. See the instructions in section 8 of the instructions in Part II for",15,2026-04-07 03:29:30.458455+00,2026-04-07 03:29:30.458455+00
NVIC 06-94 §2,"Guidance for Issuing International Oil Pollution Prevention (IOPP) Certificates Under Annex I of the International Convention for the Prevention of Pollution from Ships, 1973, as Modified by the Protocol of 1978 Relating Thereto (MARPOL 73/78) — EQUIPMENT FOR THE CONTROL OF OIL DISCHARGE FROM MACHINERY SPACE",8,2026-04-07 03:29:30.458455+00,2026-04-07 03:29:30.458455+00
NVIC 06-94 §3,"Guidance for Issuing International Oil Pollution Prevention (IOPP) Certificates Under Annex I of the International Convention for the Prevention of Pollution from Ships, 1973, as Modified by the Protocol of 1978 Relating Thereto (MARPOL 73/78) — TANKS FOR OIL RESIDUES. See the instructions for completing section 3 of Form A in Part",3,2026-04-07 03:29:30.458455+00,2026-04-07 03:29:30.458455+00
NVIC 06-94 §4,"Guidance for Issuing International Oil Pollution Prevention (IOPP) Certificates Under Annex I of the International Convention for the Prevention of Pollution from Ships, 1973, as Modified by the Protocol of 1978 Relating Thereto (MARPOL 73/78) — STANDARD DISCHARGE CONNECTION. See the instructions for completing section 4 of",1,2026-04-07 03:29:30.458455+00,2026-04-07 03:29:30.458455+00
NVIC 06-94 §5,"Guidance for Issuing International Oil Pollution Prevention (IOPP) Certificates Under Annex I of the International Convention for the Prevention of Pollution from Ships, 1973, as Modified by the Protocol of 1978 Relating Thereto (MARPOL 73/78) — CONSTRUCTION.",12,2026-04-07 03:29:30.458455+00,2026-04-07 03:29:30.458455+00
NVIC 06-94 §6,"Guidance for Issuing International Oil Pollution Prevention (IOPP) Certificates Under Annex I of the International Convention for the Prevention of Pollution from Ships, 1973, as Modified by the Protocol of 1978 Relating Thereto (MARPOL 73/78) — EXEMPTIONS. Only the Commandant (G-MVI) will grant exemptions under Regulation 2(4)(a)",8,2026-04-07 03:29:30.458455+00,2026-04-07 03:29:30.458455+00
NVIC 06-94 §7,"Guidance for Issuing International Oil Pollution Prevention (IOPP) Certificates Under Annex I of the International Convention for the Prevention of Pollution from Ships, 1973, as Modified by the Protocol of 1978 Relating Thereto (MARPOL 73/78) — EQUIVALENTS. The following equivalents will be accepted by the Coast Guard:",2,2026-04-07 03:29:30.458455+00,2026-04-07 03:29:30.458455+00
NVIC 06-94 §8,"Guidance for Issuing International Oil Pollution Prevention (IOPP) Certificates Under Annex I of the International Convention for the Prevention of Pollution from Ships, 1973, as Modified by the Protocol of 1978 Relating Thereto (MARPOL 73/78) — ADDITIONAL STANDARDS. To ensure compliance with Regulation 14(4), the inspector will",2,2026-04-07 03:29:30.458455+00,2026-04-07 03:29:30.458455+00
NVIC 06-94 §9,"Guidance for Issuing International Oil Pollution Prevention (IOPP) Certificates Under Annex I of the International Convention for the Prevention of Pollution from Ships, 1973, as Modified by the Protocol of 1978 Relating Thereto (MARPOL 73/78) — EQUIVALENT ARRANGEMENTS FOR CHEMICAL TANKERS CARRYING OIL. When",1,2026-04-07 03:29:30.458455+00,2026-04-07 03:29:30.458455+00
NVIC 06-95 §1,"Maneuvering Standards — ADOPTS the Interim Standards for Ship Manoeuvrability, set out in the Annex to the present",1,2026-04-07 03:29:30.458455+00,2026-04-07 03:29:30.458455+00
NVIC 06-95 §10,Maneuvering Standards — IMO - ResolutionA.601(15): Provision and display of manoeuvring information on board ships -,1,2026-04-07 03:29:30.458455+00,2026-04-07 03:29:30.458455+00
NVIC 06-95 §11,Maneuvering Standards — Shipbuilding Research Institute (IRCN): Etablissement d'un code d'essais de vitesse et de,1,2026-04-07 03:29:30.458455+00,2026-04-07 03:29:30.458455+00
NVIC 06-95 §12,Maneuvering Standards — CETENA: Manoeuvrability of full-scale ships - Polish-Italian Seminar on ship research -,1,2026-04-07 03:29:30.458455+00,2026-04-07 03:29:30.458455+00
NVIC 06-95 §16,"Maneuvering Standards — Ankudinoy, V., ""Simulation Analysis of Ship Motion in Waves"", Proc. of International",1,2026-04-07 03:29:30.458455+00,2026-04-07 03:29:30.458455+00
NVIC 06-95 §17,"Maneuvering Standards — Nobukawa, T., et al., ""Studies on Manoeuvrability Standards from the viewpoint of Marine",1,2026-04-07 03:29:30.458455+00,2026-04-07 03:29:30.458455+00
NVIC 06-95 §18,"Maneuvering Standards — Koyama, T. and Kose, Kuniji, ""Recent Studies and Proposals of the Manoeuvrability Standards"",",1,2026-04-07 03:29:30.458455+00,2026-04-07 03:29:30.458455+00
NVIC 06-95 §2,"Maneuvering Standards — ""Development and Application of an Enhanced Ship Manoeuvring Database"", October 1989,",1,2026-04-07 03:29:30.458455+00,2026-04-07 03:29:30.458455+00
NVIC 06-95 §3,Maneuvering Standards — BACKGROUND.,8,2026-04-07 03:29:30.458455+00,2026-04-07 03:29:30.458455+00
NVIC 06-95 §4,"Maneuvering Standards — Asinovsky, V., ""Review and Analysis of Ship Manoeuvrability Criteria , Naval Engineers",2,2026-04-07 03:29:30.458455+00,2026-04-07 03:29:30.458455+00
NVIC 06-95 §5,Maneuvering Standards — AUTHORIZES the Maritime Safety Committee to amend the Standards as necessary.,34,2026-04-07 03:29:30.458455+00,2026-04-07 03:29:30.458455+00
NVIC 06-95 §6,Maneuvering Standards — Trials Data on Stopping Performance submitted by France to the IMO Correspondence Group on,1,2026-04-07 03:29:30.458455+00,2026-04-07 03:29:30.458455+00
NVIC 06-95 §7,"Maneuvering Standards — · 'Design and Verification for Adequate Ship Manoeuvrability"", Transactions of the Society of",1,2026-04-07 03:29:30.458455+00,2026-04-07 03:29:30.458455+00
NVIC 06-95 §8,"Maneuvering Standards — ""Guide for Sea Trials"", Society of Naval Architects and Marine Engineers, June 1990.",1,2026-04-07 03:29:30.458455+00,2026-04-07 03:29:30.458455+00
NVIC 06-98 §1,Special training requirements for Merchant Mariners serving on roll-on/roll-off (RO-RO) passenger ships. — PURPOSE. This Circular clarifies the special training and documentation requirements for,1,2026-04-07 03:29:26.020214+00,2026-04-07 03:29:26.020214+00
NVIC 06-98 §3,Special training requirements for Merchant Mariners serving on roll-on/roll-off (RO-RO) passenger ships. — BACKGROUND.,1,2026-04-07 03:29:26.020214+00,2026-04-07 03:29:26.020214+00
NVIC 06-98 §4,Special training requirements for Merchant Mariners serving on roll-on/roll-off (RO-RO) passenger ships. — how to ensure that passengers are suitably clothed and have correctly donned,4,2026-04-07 03:29:26.020214+00,2026-04-07 03:29:26.020214+00
NVIC 06-98 §5,Special training requirements for Merchant Mariners serving on roll-on/roll-off (RO-RO) passenger ships. — how to search accommodation spaces.,1,2026-04-07 03:29:26.020214+00,2026-04-07 03:29:26.020214+00
